block_id,route_id,direction_id,trip_headsign,shape_id,service_id,trip_id
b_42-008_3616,28,1,WAIKIKI BEACH & HOTELS,420127,3616_smuwtfa,5605287.4209.870868
b_55-004_3563,130,1,HONOLULU - Ala Moana Center,550066,3563_muwtf,5600290.5502.868470
b_2-031_3616,2,0,SCHOOL STREET - Middle Street,20120,3616_smuwtfa,5597576.207.866859
b_42-012_3585,28,1,PEARLRIDGE,420125,3585_s,5603890.4208.870124
a_1-009_3500,1,0,KALIHI TRANSIT CENTER,10214,3500_s,5594297.107.851507
b_53-002_3616,32,0,PACIFIC PALISADES via Red Hill,530048,3616_smuwtfa,5605922.5308.871370
a_9s-001_3497,125,1,PALOLO VALLEY,9s0003,3497_a,5592234.9A01.850164
b_6-002_3572,6,0,PAUOA VALLEY,60124,3572_a,5591460.605.862778
b_E-003_3572,109,1,CountryExpress! DOWNTOWN,E0031,3572_a,5602774.6802.869518
a_C-001_3495,40,0,CountryExpress! MAKAHA,C0106,3495_muwtf,5599803.6605.854983
a_A-005_3534,22,0,CityExpress! WAIPAHU,A0060,3534_smuwtfa,5606190.2505.858543
b_9s-001_3616,125,1,PALOLO VALLEY,9s0003,3616_smuwtfa,5596932.9A01.866415
b_413-002_3616,86,0,CAMPBELL INDUSTRIAL PARK,4130011,3616_smuwtfa,5605382.4131.870925
b_2-034_3585,2,1,WAIKIKI - KCC,20112,3585_s,5595061.213.865190
b_8-003_3563,8,1,WAIKIKI BEACH & HOTELS,80019,3563_muwtf,5587408.803.860901
a_32-001_3497,25,1,KALIHI TRANSIT CENTER,320041,3497_a,5591639.3204.849759
a_73-003_3520,44,1,PEARL CITY,730029,3520_uwtf_RQon,5600116.7302.855190
a_62-002_3495,131,0,WAHIAWA HEIGHTS,620162,3495_muwtf,5600339.6208.855405
a_415-001_3534,87,0,KAPOLEI TRANSIT CENTER,4150009,3534_smuwtfa,5605944.4152.858345
a_403-002_3495,83,0,WAIANAE TRANSIT CENTER,4030025,3495_muwtf,5599199.4034.854476
a_501-001_3497,113,0,MILILANI MAUKA,5010007,3497_a,5632293.5011.860152
a_17-001_3534,16,0,MAKIKI,170001,3534_smuwtfa,5595577.1702.852175
b_19-023_3585,18,0,AIRPORT - HICKAM,190124,3585_s,5594915.1903.865094
a_403-001_3497,83,1,NANAKULI,4030023,3497_a,5602468.4033.856210
b_40-006_3578,26,1,HONOLULU - Ala Moana Center,400232,3578_a_UWoff,5624132.4005.872858
b_40-011_3580,26,1,HONOLULU - Ala Moana Center,400280,3580_muwtf_UWon,5600630.4005.868697
a_1L-004_3495,1,0,KALIHI TRANSIT CENTER,10205,3495_muwtf,5615374.107.859824
b_24-001_3585,128,1,UPPER AINA HAINA,240005,3585_s,5594375.2402.864715
a_8-006_3495,8,0,ALA MOANA CENTER,80021,3495_muwtf,5587323.801.847531
a_6-001_3534,6,1,UNIVERSITY - Woodlawn Drive,60120,3534_smuwtfa,5596054.608.852536
b_40-012_3585,26,0,MAKAHA TOWERS,400216,3585_s,5604230.4092.870387
a_403-002_3497,82,0,LUALUALEI HOMESTEADS,4020006,3497_a,5602536.4022.856275
a_2-043_3500,2,1,WAIKIKI - KCC,20112,3500_s,5595070.213.852062
b_56-003_3563,35,0,KAILUA - KANEOHE,560030,3563_muwtf,5588505.5604.861641
a_403-001_3500,82,0,LUALUALEI HOMESTEADS,4020006,3500_s,5604365.4022.857429
b_403-001_3585,83,1,NANAKULI,4030023,3585_s,5604280.4033.870424
a_11-001_3500,11,0,HALAWA - AIEA HEIGHTS,110019,3500_s,5593790.1109.851058
b_4-002_3572,4,1,UNIVERSITY - MOILIILI,40107,3572_a,5592610.412.863569
b_31-001_3563,24,0,AIRPORT via Kalihi Transit Center,310020,3563_muwtf,5588013.3104.861284
a_10-001_3497,10,1,ALEWA HEIGHTS,100002,3497_a,5591203.1001.849367
b_57A-001_3585,124,1,KAILUA TOWN,57A0012,3585_s,5594196.57A4.864574
b_3-004_3585,3,1,KAPIOLANI COMM COLLEGE,30162,3585_s,5594570.311.864894
b_52-003_3572,129,1,HONOLULU - Ala Moana Center,520086,3572_a,5602913.5204.869647
b_9s-001_3585,125,0,PALOLO VALLEY,9s0004,3585_s,5594516.9A01.864842
b_55-002_3572,130,1,HONOLULU - Ala Moana Center,550075,3572_a,5602942.5502.869676
a_41-002_3495,84,1,MAKAKILO HEIGHTS,4110023,3495_muwtf,5599482.4112.854745
a_A-003_3497,22,1,CityExpress! UH MANOA,A0056,3497_a,5602214.2503.856085
a_57-007_3495,36,1,HONOLULU - Ala Moana Center,570078,3495_muwtf,5588268.5702.848203
b_8-004_3585,8,0,ALA MOANA CENTER,80021,3585_s,5593962.801.864372
a_76-001_3495,46,1,WAIALUA,760008,3495_muwtf,5598322.7602.853886
a_432-001_3500,88,1,WAIPAHU TRANSIT CENTER,4320022,3500_s,5603802.4322.856964
b_65-001_3563,39,1,DOWNTOWN - Bishop Street,650093,3563_muwtf,5600178.6501.868361
b_11-001_3585,11,1,ALAPAI TRANSIT CENTER,110008,3585_s,5593798.1104.864224
b_53-001_3585,32,1,PEARL CITY,530050,3585_s,5604558.530B.870610
a_2-035_3495,2,0,SCHOOL STREET - Middle Street,20120,3495_muwtf,5589514.207.849019
b_2-037_3572,2,1,WAIKIKI - KCC,20112,3572_a,5592954.213.863848
b_3-002_3563,3,1,KAPIOLANI COMM COLLEGE,30162,3563_muwtf,5589945.311.862314
a_18-001_3497,128,1,UPPER AINA HAINA,240006,3497_a,5592166.2402.850108
b_6-006_3572,6,0,PAUOA VALLEY,60125,3572_a,5591414.605.862735
a_31-001_3500,24,0,AIRPORT via Kalihi Transit Center,310020,3500_s,5593916.3104.851170
b_E-005_3616,109,1,CountryExpress! DOWNTOWN,E0031,3616_smuwtfa,5606633.6802.871866
a_411-001_3534,84,1,MAKAKILO HEIGHTS,4110023,3534_smuwtfa,5605550.4112.858022
b_2-040_3585,2,1,WAIKIKI - KCC,20112,3585_s,5595054.213.865183
b_52-002_3563,130,0,KANEOHE - NORTH SHORE HALEIWA,550074,3563_muwtf,5600438.5511.868570
a_1-010_3534,1,0,KALIHI TRANSIT CENTER,10208,3534_smuwtfa,5596309.107.852775
b_2-038_3563,2,1,WAIKIKI - KCC,20112,3563_muwtf,5589417.213.862101
b_62-001_3563,131,1,ALAPAI TRANSIT CENTER,620124,3563_muwtf,5600238.6202.868418
b_55-002_3572,130,0,KANEOHE - NORTH SHORE HALEIWA,550078,3572_a,5602878.5511.869612
a_413-001_3534,86,1,KAPOLEI TRANSIT CENTER,4130009,3534_smuwtfa,5605390.4132.857894
a_403-001_3534,83,0,WAIANAE TRANSIT CENTER,4030025,3534_smuwtfa,5606404.4034.858708
a_62-005_3495,131,0,WAHIAWA HEIGHTS,620162,3495_muwtf,5600336.6208.855402
b_32-002_3585,25,0,FOSTER VILLAGE - PEARLRIDGE,320044,3585_s,5593898.3202.864314
a_403-001_3534,81,1,WAIANAE TRANSIT CENTER,4010004,3534_smuwtfa,5606421.4012.858725
a_23-007_3495,103,1,KAHALA MALL,230039,3495_muwtf,5588402.2304.848316
b_C-008_3585,40,0,CountryExpress! MAKAHA,C0093,3585_s,5631941.6605.873072
b_89-001_3563,56,1,EXPRESS - Downtown,890001,3563_muwtf,5587063.8901.860597
b_9s-001_3572,125,0,PALOLO VALLEY,9s0004,3572_a,5592282.9A01.863391
b_52-006_3563,130,0,HALEIWA - Connection to Honolulu,550069,3563_muwtf,5600281.5512.868461
a_434-001_3497,90,0,VILLAGE PARK,4340022,3497_a,5602152.4341.856029
b_40-001_3572,26,0,MAKAHA TOWERS,400216,3572_a,5624153.4092.872879
b_20-042_3563,19,0,AIRPORT - PEARLRIDGE,200077,3563_muwtf,5589282.2003.862073
a_65-001_3495,39,1,DOWNTOWN - Bishop Street,650093,3495_muwtf,5600175.6501.855244
b_8-001_3616,8,0,ALA MOANA CENTER,80021,3616_smuwtfa,5596529.801.866088
a_432-001_3495,88,0,WEST WAIPAHU - Leoku Street,4320017,3495_muwtf,5598619.4323.854073
a_8-006_3534,8,1,WAIKIKI BEACH & HOTELS,80018,3534_smuwtfa,5596571.803.852993
b_14-002_3585,13,0,WAIKIKI - SAINT LOUIS HEIGHTS,140039,3585_s,5695914.1409.873866
b_501-001_3563,115,1,MILILANI via Kuahelani,5040005,3563_muwtf,5632194.5041.873195
a_A-006_3534,22,1,CityExpress! UH MANOA,A0056,3534_smuwtfa,5606145.2503.858498
b_56-003_3572,35,1,HONOLULU - Ala Moana Center,560025,3572_a,5592201.5602.863320
a_17-001_3534,16,0,MAKIKI,170001,3534_smuwtfa,5595582.1702.852180
a_501-001_3500,115,0,MILILANI via Kuahelani,5040006,3500_s,5632457.5041.860300
b_20-041_3616,19,1,WAIKIKI BEACH & HOTELS,200069,3616_smuwtfa,5597396.2009.866725
b_6-003_3585,6,1,UNIVERSITY - Woodlawn Drive,60120,3585_s,5593822.608.864244
a_18-001_3495,17,1,AINA HAINA via UH - Kapahulu - KCC,180014,3495_muwtf,5588600.1809.848423
a_432-002_3500,88,1,WAIPAHU TRANSIT CENTER,4320022,3500_s,5603799.4322.856961
a_403-002_3500,81,0,WAIANAE VALLEY,4010005,3500_s,5604348.4013.857412
a_13-004_3534,127,0,LILIHA - Puunui Avenue,130120,3534_smuwtfa,5613592.1306.859628
a_1-013_3534,1,0,KALIHI TRANSIT CENTER,10208,3534_smuwtfa,5596318.107.852784
b_5-001_3616,5,1,MANOA VALLEY,50011,3616_smuwtfa,5595739.503.865448
a_55-007_3534,130,1,HONOLULU - Ala Moana Center,550075,3534_smuwtfa,5606820.5502.859036
b_15-001_3563,14,0,PACIFIC HEIGHTS,150013,3563_muwtf,5586971.1503.860530
b_432-001_3585,88,1,EAST WAIPAHU - Paiwa Street,4320025,3585_s,5603707.4321.869945
a_2-041_3500,2,0,SCHOOL STREET - Middle Street,20123,3500_s,5595134.207.852126
a_501-001_3495,113,0,MILILANI MAUKA,5010007,3495_muwtf,5632175.5011.860044
a_56-003_3534,35,0,KAILUA - KANEOHE,560030,3534_smuwtfa,5595851.5604.852414
a_31-001_3500,24,1,TRIPLER via Kalihi Transit Center,310018,3500_s,5593945.3103.851197
a_42-012_3500,28,1,WAIKIKI BEACH & HOTELS,420130,3500_s,5603872.4209.857030
a_8-004_3500,8,0,ALA MOANA CENTER,80021,3500_s,5594021.801.851273
a_403-002_3534,81,0,WAIANAE VALLEY,4010005,3534_smuwtfa,5606432.4013.858736
b_42-002_3585,28,0,EWA BEACH via Arizona Memorial,420122,3585_s,5603844.4205.870078
b_2-034_3616,2,0,SCHOOL STREET - Middle Street,20120,3616_smuwtfa,5597602.207.866885
b_2-045_3563,2,1,WAIKIKI - KCC,20112,3563_muwtf,5589507.213.862191
b_20-042_3563,19,1,WAIKIKI BEACH & HOTELS,200069,3563_muwtf,5589258.2009.862049
a_13-004_3497,127,0,LILIHA - Puunui Avenue,130120,3497_a,5613490.1306.859531
a_62-003_3534,131,1,ALAPAI TRANSIT CENTER,620124,3534_smuwtfa,5606788.6202.859004
a_53-001_3497,32,1,PEARL CITY,530050,3497_a,5602826.530B.856486
a_E-003_3500,109,1,CountryExpress! DOWNTOWN,E0032,3500_s,5604496.6802.857517
b_403-002_3572,82,1,WAIANAE TRANSIT CENTER,4020005,3572_a,5602452.4023.869308
b_17-001_3572,16,0,MAKIKI,170009,3572_a,5591085.1702.862434
b_433-002_3563,89,1,WAIKELE - WAIPIO,4330013,3563_muwtf,5599320.4334.867707
a_6-003_3497,6,1,UNIVERSITY - Woodlawn Drive,60120,3497_a,5591369.608.849517
a_2-037_3534,2,1,WAIKIKI - KCC,20112,3534_smuwtfa,5597559.213.853726
b_19-024_3572,18,0,AIRPORT - HICKAM,190124,3572_a,5592734.1903.863681
b_40-007_3560,26,1,HONOLULU - Ala Moana Center,400232,3560_muwtf_UWoff,5600526.4005.868593
b_1-008_3572,1,1,KAHALA MALL,10202,3572_a,5591863.105.863146
a_434-001_3495,90,0,VILLAGE PARK,4340022,3495_muwtf,5599372.4341.854645
b_C-007_3585,40,0,CountryExpress! MAKAHA,C0105,3585_s,5631920.6605.873065
b_17-001_3616,16,1,ALA MOANA CENTER,170008,3616_smuwtfa,5595626.1701.865361
b_434-001_3563,90,0,VILLAGE PARK,4340022,3563_muwtf,5599373.4341.867760
a_96-002_3534,62,0,EXPRESS - Waipio Gentry,960005,3534_smuwtfa,5605973.9602.858360
b_54-004_3616,33,0,UPPER PEARL CITY,540060,3616_smuwtfa,5595983.5409.865626
a_503-001_3497,114,1,LAUNANI VALLEY,5030010,3497_a,5632305.5031.860162
a_5-001_3495,5,1,MANOA VALLEY,50003,3495_muwtf,5587161.503.847394
b_17-001_3585,16,0,MAKIKI,170001,3585_s,5593486.1702.863948
b_13-005_3616,127,1,WAIKIKI - UH Manoa,130118,3616_smuwtfa,5613497.1312.872536
a_32-002_3534,25,0,FOSTER VILLAGE - PEARLRIDGE,320044,3534_smuwtfa,5596166.3202.852636
b_501-001_3616,113,1,MILILANI MAUKA,5010006,3616_smuwtfa,5632580.5011.873543
a_72-001_3534,43,1,SCHOFIELD via Wahiawa,720026,3534_smuwtfa,5605368.7202.857874
b_C-005_3563,40,1,CountryExpress! ALA MOANA,C0102,3563_muwtf,5599851.6601.868145
a_433-002_3495,89,0,WAIPAHU TRANSIT CENTER,4330014,3495_muwtf,5599338.4333.854611
a_432-001_3534,88,1,WAIPAHU TRANSIT CENTER,4320022,3534_smuwtfa,5605844.4322.858257
a_E-006_3495,109,0,CountryExpress! EWA BEACH,E0033,3495_muwtf,5599739.6803.854935
b_1-013_3572,1,1,KAHALA MALL,10203,3572_a,5591814.105.863097
b_2-037_3585,2,0,SCHOOL STREET - Middle Street,20120,3585_s,5595092.207.865221
b_56-001_3572,35,1,HONOLULU - Ala Moana Center,560025,3572_a,5592203.5602.863322
b_432-002_3563,88,1,EAST WAIPAHU - Paiwa Street,4320025,3563_muwtf,5598525.4321.867095
b_8-001_3585,8,1,WAIKIKI BEACH & HOTELS,80018,3585_s,5594057.803.864467
b_57A-002_3585,124,0,KAILUA - Keolu Drive,57A0013,3585_s,5594174.57A3.864557
b_A-001_3563,22,0,CityExpress! WAIPAHU,A0060,3563_muwtf,5598981.2505.867437
a_42-002_3500,28,1,WAIKIKI BEACH & HOTELS,420130,3500_s,5603867.4209.857025
b_4-001_3585,4,1,UNIVERSITY - MOILIILI,40109,3585_s,5594800.412.864988
a_E-003_3534,109,0,CountryExpress! EWA BEACH,E0034,3534_smuwtfa,5606664.6803.858896
b_23-002_3585,103,0,WAIKIKI - Ala Moana Center,230040,3585_s,5594165.2306.864549
b_1-007_3585,1,1,HAWAII KAI,10201,3585_s,5594245.113.864613
a_4-005_3534,4,0,NUUANU - Dowsett Avenue via UH Manoa,40095,3534_smuwtfa,5597264.407.853468
a_434-001_3497,90,0,VILLAGE PARK,4340022,3497_a,5602134.4341.856011
a_403-002_3500,82,1,WAIANAE TRANSIT CENTER,4020005,3500_s,5604380.4023.857444
b_2-042_3585,2,1,WAIKIKI - KCC,20112,3585_s,5595027.213.865156
b_501-001_3585,113,1,MILILANI MAUKA,5010006,3585_s,5632482.5011.873457
b_8-003_3563,8,0,ALA MOANA CENTER,80021,3563_muwtf,5587357.801.860850
b_57-004_3572,36,1,HONOLULU - Ala Moana Center,570077,3572_a,5609719.5702.872157
b_1-011_3572,1,0,KALIHI TRANSIT CENTER,10214,3572_a,5591931.107.863214
a_55-005_3500,130,0,KANEOHE - NORTH SHORE HALEIWA,550079,3500_s,5604622.5511.857633
a_8-010_3495,8,1,WAIKIKI BEACH & HOTELS,80018,3495_muwtf,5587402.803.847610
a_55-009_3495,130,1,HONOLULU - Ala Moana Center,550066,3495_muwtf,5600301.5502.855367
b_C-004_3572,40,0,CountryExpress! MAKAHA,C0105,3572_a,5631829.6605.872990
a_5-001_3534,5,1,MANOA VALLEY,50011,3534_smuwtfa,5595740.503.852312
a_432-002_3534,88,0,WEST WAIPAHU - Leoku Street,4320017,3534_smuwtfa,5605822.4323.858235
a_433-002_3534,89,1,WAIKELE,4330017,3534_smuwtfa,5606060.4332.858419
b_403-001_3585,83,0,WAIANAE TRANSIT CENTER,4030025,3585_s,5604305.4034.870449
a_C-001_3497,40,0,CountryExpress! MAKAHA,C0105,3497_a,5602663.6605.856373
b_57A-021_3572,124,1,HONOLULU- Ala Moana Center,57A0010,3572_a,5609785.57A2.872211
a_W1-005_3500,77,0,WAIPAHU - EWA BEACH,W10003,3500_s,5604466.9E12.857497
b_23-001_3585,103,0,WAIKIKI - Ala Moana Center,230040,3585_s,5594144.2306.864538
b_18-001_3563,17,1,AINA HAINA via UH - Kapahulu - KCC,180014,3563_muwtf,5588602.1809.861710
a_8-002_3497,8,0,ALA MOANA CENTER,80021,3497_a,5591480.801.849616
b_8-001_3563,8,0,ALA MOANA CENTER,80021,3563_muwtf,5587354.801.860847
a_15-001_3497,14,1,ALAPAI TRANSIT CENTER,150011,3497_a,5591181.1501.849347
b_432-001_3585,88,0,WEST WAIPAHU - Village Park,4320017,3585_s,5603792.4324.870030
b_8-001_3572,8,0,ALA MOANA CENTER,80021,3572_a,5591536.801.862851
b_2-043_3585,2,1,WAIKIKI BEACH & HOTELS,20122,3585_s,5595142.208.865271
a_8-005_3495,8,0,ALA MOANA CENTER,80021,3495_muwtf,5587380.801.847588
b_434-001_3563,90,1,WAIPAHU TRANSIT CENTER,4340043,3563_muwtf,5599393.4343.867780
b_4-001_3572,4,1,UNIVERSITY - MOILIILI,40107,3572_a,5592677.412.863628
a_40-005_3534,26,1,HONOLULU - Ala Moana Center,400235,3534_smuwtfa,5606286.4005.858616
b_432-002_3616,88,1,EAST WAIPAHU - Paiwa Street,4320025,3616_smuwtfa,5605755.4321.871207
a_A-004_3534,22,1,CityExpress! UH MANOA,A0057,3534_smuwtfa,5606213.2503.858566
b_24-001_3616,17,1,AINA HAINA via UH - Kapahulu - KCC,180014,3616_smuwtfa,5596892.1809.866376
b_9-001_3585,126,0,NAVY - Nimitz Gate,90175,3585_s,5594645.909.864953
a_31-001_3534,24,0,AIRPORT via Kalihi Transit Center,310020,3534_smuwtfa,5596408.3104.852842
a_5-001_3500,5,0,ALA MOANA CENTER,50013,3500_s,5593645.501.850934
b_9-002_3563,126,0,NAVY - Nimitz Gate,90175,3563_muwtf,5588798.909.861835
a_57A-021_3534,124,0,KAILUA - Keolu Drive,57A0013,3534_smuwtfa,5596800.57A3.853187
b_52-008_3563,129,1,HONOLULU - Ala Moana Center,520089,3563_muwtf,5600337.5204.868517
b_6-001_3563,6,1,UNIVERSITY - Woodlawn Drive,60120,3563_muwtf,5587830.608.861131
b_65-006_3563,52,1,EXPRESS - Downtown,840007,3563_muwtf,5598869.8401.867369
b_9-001_3585,126,1,KAIMUKI - KCC,90159,3585_s,5594641.912.864949
b_20-041_3572,18,1,WAIKIKI BEACH & HOTELS,190114,3572_a,5592705.1911.863652
b_24-001_3572,128,1,UPPER AINA HAINA,240006,3572_a,5592160.2402.863281
b_8-001_3616,8,0,ALA MOANA CENTER,80021,3616_smuwtfa,5596550.801.866109
b_8-001_3563,8,0,ALA MOANA CENTER,80021,3563_muwtf,5587349.801.860842
b_13-005_3616,127,1,WAIKIKI - UH Manoa,130118,3616_smuwtfa,5613504.1312.872543
b_2-035_3616,2,1,WAIKIKI - KCC,20112,3616_smuwtfa,5597535.213.866818
b_10-004_3574,10,1,ALEWA HEIGHTS,100013,3574_w_RVon,5587574.1001.860986
a_403-002_3534,81,1,WAIANAE TRANSIT CENTER,4010004,3534_smuwtfa,5606408.4012.858712
a_52-008_3495,129,1,HONOLULU - Ala Moana Center,520089,3495_muwtf,5600268.5204.855334
a_71-001_3495,42,1,KAMEHAMEHA HIGHWAY,710009,3495_muwtf,5598291.7101.853859
b_503-001_3563,114,0,LAUNANI VALLEY,5030007,3563_muwtf,5632132.5031.873135
b_C-008_3572,40,0,CountryExpress! MAKAHA,C0093,3572_a,5631854.6605.873001
b_6-002_3572,6,0,PAUOA VALLEY,60128,3572_a,5591371.605.862698
b_54-002_3585,33,1,ALAPAI TRANSIT CENTER via Red Hill,540059,3585_s,5593770.5404.864204
a_13-003_3500,127,0,LILIHA - Puunui Avenue,130120,3500_s,5613331.1306.859407
a_11-002_3497,11,0,HALAWA - AIEA HEIGHTS,110020,3497_a,5591337.1109.849489
a_17-001_3495,16,0,MAKIKI,170001,3495_muwtf,5587114.1702.847355
a_403-001_3534,81,0,WAIANAE VALLEY,4010005,3534_smuwtfa,5606427.4013.858731
a_32-002_3495,25,1,KALIHI TRANSIT CENTER,320041,3495_muwtf,5587959.3204.847957
a_53-003_3495,32,1,HONOLULU - Ala Moana via Red Hill,530041,3495_muwtf,5598691.5307.854141
b_14-001_3572,13,1,MAUNALANI HEIGHTS via Waialae,140003,3572_a,5694729.1406.873824
a_432-001_3495,88,0,WAIPAHU TRANSIT CENTER,4320024,3495_muwtf,5598580.4322.854034
b_13-006_3572,127,0,LILIHA - Puunui Avenue,130120,3572_a,5613433.1306.872490
a_2-043_3497,2,0,SCHOOL STREET - Middle Street,20120,3497_a,5593002.207.850738
a_62-002_3500,131,1,HONOLULU - Ala Moana Center,620146,3500_s,5604596.6205.857607
a_76-001_3495,46,1,WAIALUA,760008,3495_muwtf,5598317.7602.853881
a_A-003_3495,22,0,CityExpress! WAIPAHU,A0060,3495_muwtf,5598970.2505.854312
a_403-002_3495,83,1,NANAKULI,4030023,3495_muwtf,5599184.4033.854461
b_403-002_3616,83,1,NANAKULI,4030023,3616_smuwtfa,5606376.4033.871719
a_411-001_3500,84,1,MAKAKILO HEIGHTS,4110023,3500_s,5603593.4112.856761
a_13-005_3497,127,1,WAIKIKI - UH Manoa,130118,3497_a,5613379.1312.859435
b_411-001_3616,84,0,KAPOLEI TRANSIT CENTER,4110027,3616_smuwtfa,5605570.4111.871081
b_411-001_3616,85,0,KAPOLEI TRANSIT CENTER,4120007,3616_smuwtfa,5605597.4121.871108
a_56-001_3497,35,1,HONOLULU - Ala Moana Center,560025,3497_a,5592195.5602.850135
a_4-004_3500,4,0,NUUANU - Kimo Drive via UH Manoa,40096,3500_s,5594825.408.851855
a_432-001_3534,88,1,WAIPAHU TRANSIT CENTER,4320022,3534_smuwtfa,5605868.4322.858281
a_501-001_3497,113,1,MILILANI MAUKA,5010006,3497_a,5632260.5011.860119
b_23-002_3616,103,0,WAIKIKI - Ala Moana Center,230040,3616_smuwtfa,5596776.2306.866305
b_42-009_3572,28,0,EWA BEACH via Arizona Memorial,420119,3572_a,5602590.4205.869442
a_23-001_3500,36,0,KAILUA - SEA LIFE PARK,570082,3500_s,5594111.5704.851347
a_411-001_3534,85,0,KAPOLEI TRANSIT CENTER,4120007,3534_smuwtfa,5605608.4121.858080
b_E-006_3616,109,0,CountryExpress! EWA BEACH,E0033,3616_smuwtfa,5606659.6803.871892
a_6-001_3534,6,1,ALA MOANA CENTER,60121,3534_smuwtfa,5596094.601.852576
a_17-001_3497,16,1,ALA MOANA CENTER,170008,3497_a,5591104.1701.849274
b_13-005_3572,127,0,LILIHA - Puunui Avenue,130120,3572_a,5613440.1306.872497
b_22-003_3585,21,0,TheBeachBus - WAIKIKI BEACH,220052,3585_s,5593709.2208.864154
a_E-001_3534,109,0,CountryExpress! EWA BEACH,E0033,3534_smuwtfa,5606674.6803.858906
a_E-008_3495,109,1,CountryExpress! DOWNTOWN,E0032,3495_muwtf,5599733.6802.854929
b_414-001_3616,112,0,CommunityAccess! KAPOLEI TC,4140009,3616_smuwtfa,5632557.4141.873522
a_62-001_3503,131,1,WAHIAWA HEIGHTS - Schofield,620141,3503_f,5600205.6209.855274
b_73-001_3563,44,1,PEARL CITY,730030,3563_muwtf,5600109.7302.868297
b_43-002_3563,102,1,HAWAII KAI - Limited Stops,1L0013,3563_muwtf,5589332.1A03.862097
a_10-001_3534,10,0,KALIHI KAI,100014,3534_smuwtfa,5595767.1002.852339
a_57A-021_3495,124,1,HONOLULU- Ala Moana Center,57A0010,3495_muwtf,5588357.57A2.848284
a_3-002_3534,3,0,SALT LAKE,30158,3534_smuwtfa,5597083.314.853427
b_6-002_3585,6,1,UNIVERSITY - Woodlawn Drive,60120,3585_s,5593820.608.864242
b_403-001_3616,83,1,NANAKULI,4030023,3616_smuwtfa,5606385.4033.871728
b_414-001_3572,112,1,CommunityAccess! KAPOLEI TC,4140007,3572_a,5632336.4141.873323
a_C-002_3495,40,1,CountryExpress! ALA MOANA,C0102,3495_muwtf,5599818.6601.854998
a_40-007_3497,26,1,HONOLULU - Ala Moana Center,400234,3497_a,5624116.4005.859853
b_403-002_3572,81,0,WAIANAE VALLEY,4010005,3572_a,5602528.4013.869381
b_62-005_3616,131,1,ALAPAI TRANSIT CENTER,620124,3616_smuwtfa,5606790.6202.872007
a_9-003_3497,126,0,NAVY - Nimitz Gate,90175,3497_a,5592444.909.850354
b_1-014_3572,1,0,KALIHI TRANSIT CENTER,10214,3572_a,5591932.107.863215
a_55-005_3497,130,0,KANEOHE - NORTH SHORE HALEIWA,550077,3497_a,5602885.5511.856543
a_411-001_3495,84,0,KAPOLEI TRANSIT CENTER,4110027,3495_muwtf,5599515.4111.854778
b_40-005_3585,26,0,MAKAHA TOWERS,400223,3585_s,5604210.4092.870370
a_5-001_3495,5,0,ALA MOANA CENTER,50013,3495_muwtf,5587178.501.847411
b_6-002_3585,6,0,PAUOA VALLEY,60127,3585_s,5593854.605.864274
b_3-007_3585,3,1,KAPIOLANI COMM COLLEGE,30162,3585_s,5594564.311.864888
b_22-004_3616,21,0,TheBeachBus - WAIKIKI BEACH,220052,3616_smuwtfa,5595558.2208.865304
a_44-001_3534,30,1,WAIPAHU - Leoku Street,440008,3534_smuwtfa,5605697.4405.858114
a_501-001_3497,115,1,MILILANI via Kuahelani,5040005,3497_a,5632287.5041.860146
b_19-027_3572,19,0,AIRPORT - PEARLRIDGE,200077,3572_a,5592765.2003.863712
b_403-001_3563,82,0,LUALUALEI HOMESTEADS,4020006,3563_muwtf,5599260.4022.867648
a_2-042_3497,2,0,SCHOOL STREET - Middle Street,20120,3497_a,5592894.207.850630
b_3-002_3616,3,0,SALT LAKE,30158,3616_smuwtfa,5597070.314.866551
a_52-004_3534,129,1,HONOLULU - Ala Moana Center,520086,3534_smuwtfa,5606769.5204.858985
b_54-001_3572,33,0,LOWER PEARL CITY,540061,3572_a,5591283.5408.862622
a_22-001_3495,21,1,KAHALA MALL,220047,3495_muwtf,5587208.2205.847439
b_72-001_3572,43,0,WHITMORE via Wahiawa,720031,3572_a,5601782.7203.868785
b_57-001_3616,36,0,KAILUA - SEA LIFE PARK,570082,3616_smuwtfa,5596735.5704.866266
b_8-004_3616,8,1,WAIKIKI BEACH & HOTELS,80018,3616_smuwtfa,5596586.803.866145
a_A-006_3534,22,1,CityExpress! KALIHI TRANSIT CENTER,A0058,3534_smuwtfa,5606219.2501.858572
a_55-006_3534,130,0,KANEOHE - NORTH SHORE HALEIWA,550077,3534_smuwtfa,5606751.5511.858967
a_53-003_3534,32,1,PEARLRIDGE,530017,3534_smuwtfa,5605936.5309.858340
b_411-001_3572,85,1,MAKAKILO PANANA ST,4120006,3572_a,5601852.4122.868853
a_434-001_3534,90,0,VILLAGE PARK,4340022,3534_smuwtfa,5606118.4341.858473
a_55-006_3534,131,1,HONOLULU - Ala Moana Center,620123,3534_smuwtfa,5606899.6205.859115
b_503-001_3563,114,0,LAUNANI VALLEY,5030011,3563_muwtf,5632131.5031.873134
b_10-001_3585,10,0,KALIHI KAI,100014,3585_s,5593569.1002.864020
b_503-001_3572,114,1,LAUNANI VALLEY,5030010,3572_a,5632306.5031.873295
b_2-032_3563,2,1,WAIKIKI BEACH & HOTELS,20122,3563_muwtf,5589567.208.862251
